Количество дней со среднесуточной температурой ниже 0°С_в следующем месяце,Сумма максимальных температур,Количество дней со среднесуточной температурой выше 0°С_в следующем месяце,Среднее изменение суточного количества осадков_6 месяцев назад,Количество дней со среднесуточной температурой ниже 0°С_1 месяц назад,Сумма квадратов положительных температур_2 месяца назад,mean_temp_amplitude_3 месяца назад,Сумма максимальных температур_в следующем месяце,Минимальная температура_1 месяц назад,Сумма квадратов отрицательных температур_5 месяца назад,Средняя температура,Сумма минимальных температур,mean_temp_amplitude_2 месяца назад,mean_temp_amplitude,Сумма квадратов среднесуточных температур_5 месяца назад,Сумма максимальных температур_1 месяц назад,Сумма квадратов отрицательных температур_1 месяц назад,Сумма отрицательных температур_в следующем месяце,Сумма квадратов положительных температур_в следующем месяце,Сумма квадратов положительных температур_1 месяц назад,Сумма отрицательных температур_1 месяц назад,Максимальная температура_1 месяц назад,Количество дней с суточными осадками более 10 мм_2 месяца назад,Сумма квадратов среднесуточных температур_1 месяц назад,mean_temp_amplitude_5 месяца назад,Сумма квадратов отрицательных температур_в следующем месяце,Максимальная температура,Сумма отрицательных температур,Минимальная температура_в следующем месяце,Сумма минимальных температур_1 месяц назад,Сумма квадратов отрицательных температур,Сумма квадратов среднесуточных температур,Среднее изменение суточного количества осадков_4 месяца назад,Сумма положительных температур,Сумма положительных температур_2 месяца назад,Максимальное количество осадков_2 месяца назад,Среднее изменение суточного количества осадков_2 месяца назад,Количество дней с суточными осадками более 1 мм_6 месяцев назад,Среднее изменение суточного количества осадков_в следующем месяце,ij_1,Среднее изменение суточного количества осадков_3 месяца назад,Количество дней со среднесуточной температурой выше 0°С_2 месяца назад,Количество дней с среднесуточной отрицательной температурой и наличием осадков_в следующем месяце,Средняя температура_в следующем месяце,Сумма положительных температур_в следующем месяце,mean_temp_amplitude_1 месяц назад,Среднее изменение суточного количества осадков_7 месяцев назад,Сумма осадков_7 месяцев назад,Сумма минимальных температур_в следующем месяце,Минимальная температура,Сумма положительных температур_1 месяц назад,Разница между максимальной и минимальной температурой _в следующем месяце,Количество дней с среднесуточной отрицательной температурой и наличием осадков_3 месяца назад,Разница между максимальной и минимальной температурой _5 месяца назад,Количество дней с суточными осадками более 10 мм_7 месяцев назад,Максимальная температура_в следующем месяце,mean_temp_amplitude_6 месяцев назад,Сумма квадратов суточного количества осадков_4 месяца назад,Сумма квадратов среднесуточных температур_6 месяцев назад,Количество дней со среднесуточной температурой ниже 0°С_4 месяца назад,Разница между максимальной и минимальной температурой _6 месяцев назад,Средняя температура_1 месяц назад
30.0,-90.2,6.0,0.0166666666666664,31.0,1344.48,6.67741935483871,-158.5,-9.661290322580646,5.86,-5.326666666666667,-241.7,6.793333333333334,5.05,1717.47,-113.7,1892.9700000000005,-267.3,2.7,0.0,-200.3,-3.667741935483871,0.0,1892.9700000000005,7.683333333333334,4463.35,-3.006666666666667,-166.5,-11.71935483870968,-299.5,2191.05,2199.58,-2.3684757858670006e-16,6.7,176.8,10.0,-0.0137931034482758,12.0,-7.401486830834377e-17,0.0,-0.0099999999999999,30.0,24.0,-8.53225806451613,2.8,5.993548387096775,-0.0103448275862069,42.6,-363.3,-8.056666666666667,0.0,35.8,0.0,28.3,2.0,-5.112903225806452,8.625806451612902,1518.37,687.88,0.0,22.8,-6.461290322580646
31.0,-158.5,1.0,-0.0137931034482758,26.0,0.0,6.793333333333334,-311.7,-8.056666666666667,0.0,-8.53225806451613,-363.3,5.993548387096775,6.606451612903225,6598.95,-90.2,2191.05,-419.9000000000001,0.0,8.53,-166.5,-3.006666666666667,0.0,2199.58,10.193548387096774,7563.43,-5.112903225806452,-267.3,-17.51290322580645,-241.7,4463.35,4466.050000000001,-0.0099999999999999,2.8,0.0,5.9,0.1699999999999999,13.0,0.0133333333333333,0.0,-0.0137931034482758,7.0,26.0,-13.54516129032258,0.0,5.05,0.0166666666666664,86.6,-542.9,-11.71935483870968,6.7,33.900000000000006,0.0,28.4,2.0,-10.05483870967742,7.683333333333334,259.78,1717.47,0.0,28.3,-5.326666666666667
28.0,-311.7,1.0,-2.3684757858670006e-16,30.0,8.53,5.993548387096775,-390.5,-11.71935483870968,0.0,-13.54516129032258,-542.9,5.05,7.458064516129032,2234.3,-158.5,4463.35,-490.0999999999999,0.0,2.7,-267.3,-5.112903225806452,0.0,4466.050000000001,6.67741935483871,9979.509999999998,-10.05483870967742,-419.9000000000001,-21.042857142857144,-363.3,7563.43,7563.43,-0.0137931034482758,0.0,6.7,10.0,-0.0793103448275861,11.0,0.0148148148148148,0.0,0.1699999999999999,14.0,17.0,-17.50357142857143,0.0,6.606451612903225,-0.0137931034482758,64.5,-589.2,-17.51290322580645,2.8,34.5,17.0,19.5,0.0,-13.946428571428571,10.193548387096774,294.98,6598.95,6.0,28.4,-8.53225806451613
31.0,-390.5,5.0,-0.0099999999999999,31.0,2.7,5.05,-209.7,-17.51290322580645,0.0,-17.50357142857143,-589.2,6.606451612903225,7.096428571428571,1344.48,-311.7,7563.43,-360.0000000000001,0.0,0.0,-419.9000000000001,-10.05483870967742,0.0,7563.43,6.793333333333334,5483.999999999999,-13.946428571428571,-490.0999999999999,-16.88064516129032,-542.9,9979.509999999998,9979.51,0.1699999999999999,0.0,2.8,8.6,-7.401486830834377e-17,9.0,0.04,0.0,-0.0793103448275861,6.0,26.0,-11.612903225806452,0.0,7.458064516129032,-2.3684757858670006e-16,94.1,-523.3,-21.042857142857144,0.0,37.4,16.0,21.5,3.0,-6.764516129032257,6.67741935483871,124.83,2234.3,31.0,19.5,-13.54516129032258
25.0,-209.7,14.0,-0.0137931034482758,28.0,0.0,6.606451612903225,-46.900000000000006,-21.042857142857144,1892.9700000000005,-11.612903225806452,-523.3,7.458064516129032,10.116129032258064,1892.9700000000005,-390.5,9979.509999999998,-226.9,52.790000000000006,0.0,-490.0999999999999,-13.946428571428571,0.0,9979.51,5.993548387096775,2755.7500000000005,-6.764516129032257,-360.0000000000001,-11.653333333333332,-589.2,5483.999999999999,5484.0,-0.0793103448275861,0.0,0.0,3.1,0.0133333333333333,10.0,0.0,0.0,-7.401486830834377e-17,1.0,8.0,-7.046666666666667,15.5,7.096428571428571,-0.0099999999999999,43.2,-349.6,-16.88064516129032,0.0,36.6,24.0,25.2,1.0,-1.5633333333333337,6.793333333333334,192.32,1344.48,26.0,21.5,-17.50357142857143
27.0,-46.900000000000006,22.0,0.1699999999999999,31.0,0.0,7.458064516129032,94.7,-16.88064516129032,2191.05,-7.046666666666667,-349.6,7.096428571428571,10.09,2199.58,-209.7,5483.999999999999,-61.2,85.71000000000001,0.0,-360.0000000000001,-6.764516129032257,0.0,5484.0,5.05,382.0400000000001,-1.5633333333333337,-226.9,-4.616129032258065,-523.3,2755.7500000000005,2808.54,-7.401486830834377e-17,15.5,0.0,4.4,0.0148148148148148,8.0,-0.0233333333333333,0.0,0.0133333333333333,1.0,4.0,-1.2935483870967743,21.1,10.116129032258064,-0.0137931034482758,50.2,-143.1,-11.653333333333332,0.0,35.2,26.0,28.5,0.0,3.05483870967742,5.993548387096775,167.99,1892.9700000000005,30.0,25.2,-11.612903225806452
7.0,94.7,28.0,-0.0793103448275861,25.0,0.0,7.096428571428571,411.0,-11.653333333333332,4463.35,-1.2935483870967743,-143.1,10.116129032258064,7.670967741935484,4466.050000000001,-46.900000000000006,2755.7500000000005,-4.0,3141.5700000000006,52.790000000000006,-226.9,-1.5633333333333337,0.0,2808.54,6.606451612903225,8.02,3.05483870967742,-61.2,3.79,-349.6,382.0400000000001,467.75000000000006,0.0133333333333333,21.1,0.0,3.8,0.04,15.0,-0.0413793103448275,0.0,0.0148148148148148,5.0,0.0,8.296666666666667,252.9,10.09,0.1699999999999999,34.5,113.7,-4.616129032258065,15.5,33.0,17.0,35.8,0.0,13.7,5.05,66.44,2199.58,31.0,28.5,-7.046666666666667
0.0,411.0,31.0,-7.401486830834377e-17,27.0,52.790000000000006,10.116129032258064,594.2,-4.616129032258065,7563.43,8.296666666666667,113.7,10.09,9.91,7563.43,94.7,382.0400000000001,0.0,6658.02,85.71000000000001,-61.2,3.05483870967742,0.0,467.75000000000006,7.458064516129032,0.0,13.7,-4.0,9.187096774193549,-143.1,8.02,3149.59,0.0148148148148148,252.9,15.5,5.4,0.0,16.0,4.255854927729767e-17,0.0,0.04,14.0,0.0,13.619354838709675,422.2,7.670967741935484,-0.0793103448275861,49.6,284.8,3.79,21.1,30.6,26.0,33.900000000000006,0.0,19.16774193548387,6.606451612903225,66.89,4466.050000000001,28.0,35.8,-1.2935483870967743
0.0,594.2,31.0,0.0133333333333333,7.0,85.71000000000001,10.09,412.0,3.79,9979.509999999998,13.619354838709675,284.8,7.670967741935484,9.980645161290322,9979.51,411.0,8.02,0.0,2858.5500000000006,3141.5700000000006,-4.0,13.7,0.0,3149.59,7.096428571428571,0.0,19.16774193548387,0.0,6.312903225806451,113.7,0.0,6658.02,0.04,422.2,21.1,0.7,-0.0233333333333333,12.0,-0.2466666666666667,0.0,0.0,22.0,0.0,9.229032258064516,286.1,9.91,-7.401486830834377e-17,45.9,195.7,9.187096774193549,252.9,21.0,8.0,34.5,0.0,13.290322580645162,7.458064516129032,72.87,7563.43,31.0,33.900000000000006,8.296666666666667
3.0,412.0,30.0,0.0148148148148148,0.0,3141.5700000000006,7.670967741935484,271.6,9.187096774193549,5483.999999999999,9.229032258064516,195.7,9.91,6.977419354838709,5484.0,594.2,0.0,0.0,1059.17,6658.02,0.0,19.16774193548387,1.0,6658.02,10.116129032258064,0.0,13.290322580645162,0.0,3.0266666666666664,284.8,0.0,2858.55,0.0,286.1,252.9,13.1,-0.0413793103448275,8.0,0.0379310344827587,0.0,-0.0233333333333333,28.0,0.0,5.676666666666667,170.3,9.980645161290322,0.0133333333333333,32.6,90.8,6.312903225806451,422.2,17.0,4.0,37.4,0.0,9.053333333333336,7.096428571428571,78.24000000000001,9979.51,25.0,34.5,13.619354838709675
22.0,271.6,25.0,0.04,0.0,6658.02,9.91,61.7,6.312903225806451,2755.7500000000005,5.676666666666667,90.8,9.980645161290322,6.026666666666667,2808.54,412.0,0.0,-31.9,143.6,2858.5500000000006,0.0,13.290322580645162,1.0,2858.55,10.09,124.15,9.053333333333336,0.0,-1.8806451612903223,195.7,0.0,1059.17,-0.0233333333333333,170.3,422.2,16.0,4.255854927729767e-17,13.0,0.2933333333333334,0.0,-0.0413793103448275,31.0,10.0,0.1258064516129032,35.8,6.977419354838709,0.0148148148148148,25.3,-58.3,3.0266666666666664,286.1,17.1,0.0,36.6,0.0,1.9903225806451612,10.116129032258064,1.6899999999999995,5484.0,27.0,37.4,9.229032258064516
30.0,61.7,2.0,0.0,3.0,2858.5500000000006,9.980645161290322,-217.0,3.0266666666666664,382.0400000000001,0.1258064516129032,-58.3,6.977419354838709,3.870967741935484,467.75000000000006,271.6,0.0,-321.6,0.0,1059.17,0.0,9.053333333333336,1.0,1059.17,7.670967741935484,4191.68,1.9903225806451612,-31.9,-14.803333333333336,90.8,124.15,267.75,-0.0413793103448275,35.8,286.1,14.0,-0.2466666666666667,9.0,-0.1344827586206895,0.0,4.255854927729767e-17,31.0,25.0,-10.72,0.0,6.026666666666667,0.04,34.1,-444.1,-1.8806451612903223,170.3,24.3,0.0,35.2,0.0,-7.233333333333333,10.09,364.5,2808.54,7.0,36.6,5.676666666666667
31.0,-217.0,2.0,-0.0233333333333333,22.0,1059.17,6.977419354838709,-280.9,-1.8806451612903223,8.02,-10.72,-444.1,6.026666666666667,7.569999999999999,3149.59,61.7,124.15,-427.5999999999999,0.0,143.6,-31.9,1.9903225806451612,2.0,267.75,9.91,6575.56,-7.233333333333333,-321.6,-18.94516129032258,-58.3,4191.68,4191.68,4.255854927729767e-17,0.0,170.3,15.7,0.0379310344827587,0.0,-0.0066666666666666,0.0,-0.2466666666666667,30.0,27.0,-13.793548387096775,0.0,3.870967741935484,0.0,24.2,-587.3,-14.803333333333336,35.8,31.2,0.0,33.0,0.0,-9.061290322580644,7.670967741935484,312.55000000000007,467.75000000000006,0.0,35.2,0.1258064516129032
31.0,-280.9,3.0,-0.0413793103448275,30.0,143.6,6.026666666666667,-229.8,-14.803333333333336,0.0,-13.793548387096775,-587.3,3.870967741935484,9.883870967741936,6658.02,-217.0,4191.68,-330.0999999999999,0.0,0.0,-321.6,-7.233333333333333,1.0,4191.68,9.980645161290322,4291.33,-9.061290322580644,-427.5999999999999,-14.50967741935484,-444.1,6575.56,6575.56,-0.2466666666666667,0.0,35.8,10.3,0.2933333333333334,8.0,0.0166666666666666,0.0,0.0379310344827587,25.0,19.0,-10.648387096774194,0.0,7.569999999999999,-0.0233333333333333,3.3,-449.8,-18.94516129032258,0.0,24.2,0.0,30.6,0.0,-7.412903225806452,9.91,772.2799999999999,3149.59,0.0,33.0,-10.72
29.0,-229.8,8.0,4.255854927729767e-17,31.0,0.0,3.870967741935484,-159.1,-18.94516129032258,0.0,-10.648387096774194,-449.8,7.569999999999999,7.096774193548387,2858.55,-280.9,6575.56,-245.1,0.81,0.0,-427.5999999999999,-9.061290322580644,0.0,6575.56,6.977419354838709,3067.1100000000006,-7.412903225806452,-330.0999999999999,-11.237931034482758,-587.3,4291.33,4291.33,0.0379310344827587,0.0,0.0,4.7,-0.1344827586206895,6.0,0.0071428571428571,0.0,0.2933333333333334,2.0,18.0,-8.420689655172414,0.9,9.883870967741936,-0.0413793103448275,48.0,-325.9,-14.50967741935484,0.0,28.3,10.0,21.0,1.0,-5.486206896551724,9.980645161290322,468.36,6658.02,3.0,30.6,-13.793548387096775
30.0,-159.1,3.0,-0.2466666666666667,31.0,0.0,7.569999999999999,-127.0,-14.50967741935484,0.0,-8.420689655172414,-325.9,9.883870967741936,5.751724137931035,1059.17,-229.8,4291.33,-235.7,2.0200000000000005,0.0,-330.0999999999999,-7.412903225806452,0.0,4291.33,6.026666666666667,2597.99,-5.486206896551724,-245.1,-11.374193548387098,-449.8,3067.1100000000006,3067.92,0.2933333333333334,0.9,0.0,8.0,-0.0066666666666666,22.0,-0.0066666666666667,0.0,-0.1344827586206895,2.0,22.0,-7.538709677419354,2.0,7.096774193548387,4.255854927729767e-17,33.9,-352.6,-11.237931034482758,0.0,27.1,25.0,17.0,1.0,-4.096774193548387,6.977419354838709,271.1,2858.55,22.0,21.0,-10.648387096774194
30.0,-127.0,10.0,0.0379310344827587,29.0,0.0,9.883870967741936,-139.6,-11.237931034482758,124.15,-7.538709677419354,-352.6,7.096774193548387,7.27741935483871,267.75,-159.1,3067.1100000000006,-315.2,4.040000000000001,0.81,-245.1,-5.486206896551724,0.0,3067.92,3.870967741935484,4849.879999999999,-4.096774193548387,-235.7,-16.006666666666668,-325.9,2597.99,2600.01,-0.1344827586206895,2.0,0.0,3.0,0.0166666666666666,15.0,0.0068965517241379,0.0,-0.0066666666666666,3.0,18.0,-10.406666666666666,3.0,5.751724137931035,-0.2466666666666667,110.0,-480.2,-11.374193548387098,0.9,37.2,27.0,17.1,1.0,-4.653333333333333,6.026666666666667,180.35,1059.17,30.0,17.0,-8.420689655172414
20.0,-139.6,29.0,0.2933333333333334,30.0,0.81,7.096774193548387,174.7,-11.374193548387098,4191.68,-10.406666666666666,-480.2,5.751724137931035,11.353333333333332,4191.68,-127.0,2597.99,-21.4,281.29999999999995,2.0200000000000005,-235.7,-4.096774193548387,0.0,2600.01,7.569999999999999,77.6,-4.653333333333333,-315.2,-1.664516129032258,-352.6,4849.879999999999,4853.919999999999,-0.0066666666666666,3.0,0.9,3.5,0.0071428571428571,13.0,-0.0166666666666667,1.0,0.0166666666666666,8.0,9.0,1.4516129032258065,66.39999999999999,7.27741935483871,0.0379310344827587,61.6,-51.6,-16.006666666666668,2.0,24.4,19.0,24.3,2.0,5.635483870967741,3.870967741935484,116.66,267.75,31.0,17.1,-7.538709677419354
4.0,174.7,30.0,-0.1344827586206895,30.0,2.0200000000000005,5.751724137931035,478.0,-16.006666666666668,6575.56,1.4516129032258065,-51.6,7.27741935483871,7.300000000000001,6575.56,-139.6,4849.879999999999,0.0,4316.460000000001,4.040000000000001,-315.2,-4.653333333333333,0.0,4853.919999999999,9.883870967741936,0.0,5.635483870967741,-21.4,5.486666666666666,-480.2,77.6,358.9,0.0166666666666666,66.39999999999999,2.0,3.4,-0.0066666666666667,17.0,0.0206896551724137,0.0,0.0071428571428571,3.0,0.0,9.986666666666668,299.6,11.353333333333332,0.2933333333333334,52.2,164.6,-1.664516129032258,3.0,30.6,18.0,31.2,1.0,15.933333333333334,7.569999999999999,37.78,4191.68,31.0,24.3,-10.406666666666666
0.0,478.0,31.0,-0.0066666666666666,20.0,4.040000000000001,7.27741935483871,637.1,-1.664516129032258,4291.33,9.986666666666668,164.6,11.353333333333332,10.446666666666664,4291.33,174.7,77.6,0.0,7511.889999999999,281.29999999999995,-21.4,5.635483870967741,0.0,358.9,7.096774193548387,0.0,15.933333333333334,0.0,10.464516129032257,-51.6,0.0,4316.460000000001,0.0071428571428571,299.6,3.0,3.5,0.0068965517241379,11.0,0.0033333333333333,0.0,-0.0066666666666667,10.0,0.0,15.13225806451613,469.1,7.300000000000001,-0.1344827586206895,55.3,324.4,5.486666666666666,66.39999999999999,26.8,22.0,24.2,0.0,20.55161290322581,9.883870967741936,46.44999999999999,6575.56,29.0,31.2,1.4516129032258065
1.0,637.1,31.0,0.0166666666666666,4.0,281.29999999999995,11.353333333333332,449.3,5.486666666666666,3067.1100000000006,15.13225806451613,324.4,7.300000000000001,10.087096774193547,3067.92,478.0,0.0,0.0,3957.72,4316.460000000001,0.0,15.933333333333334,0.0,4316.460000000001,5.751724137931035,0.0,20.55161290322581,0.0,6.932258064516129,164.6,0.0,7511.89,-0.0066666666666667,469.1,66.39999999999999,5.5,-0.0166666666666667,9.0,-3.3306690738754695e-17,0.0,0.0068965517241379,29.0,0.0,10.464516129032257,324.40000000000003,10.446666666666664,-0.0066666666666666,35.6,214.9,10.464516129032257,299.6,25.200000000000003,18.0,28.3,0.0,14.493548387096777,7.096774193548387,54.31,4291.33,30.0,24.2,9.986666666666668
6.0,449.3,30.0,0.0071428571428571,0.0,4316.460000000001,7.300000000000001,274.5,10.464516129032257,2597.99,10.464516129032257,214.9,10.446666666666664,7.561290322580645,2600.01,637.1,0.0,0.0,995.58,7511.889999999999,0.0,20.55161290322581,1.0,7511.89,7.27741935483871,0.0,14.493548387096777,0.0,2.4233333333333333,324.4,0.0,3957.72,0.0068965517241379,324.40000000000003,299.6,12.7,0.0206896551724137,9.0,-0.0793103448275862,0.0,-0.0166666666666667,30.0,0.0,5.3,158.99999999999991,10.087096774193547,0.0166666666666666,21.8,72.7,6.932258064516129,469.1,19.8,9.0,27.1,0.0,9.15,5.751724137931035,57.92999999999999,3067.92,30.0,28.3,15.13225806451613
23.0,274.5,11.0,-0.0066666666666667,1.0,7511.889999999999,10.446666666666664,-26.5,6.932258064516129,4849.879999999999,5.3,72.7,10.087096774193547,6.726666666666668,4853.919999999999,449.3,0.0,-153.6,132.56,3957.72,0.0,14.493548387096777,0.0,3957.72,11.353333333333332,1526.4600000000005,9.15,0.0,-6.680645161290323,214.9,0.0,995.58,-0.0166666666666667,158.99999999999991,469.1,5.2,0.0033333333333333,10.0,3.700743415417189e-18,0.0,0.0206896551724137,31.0,8.0,-3.967741935483871,30.6,7.561290322580645,0.0071428571428571,22.7,-207.1,2.4233333333333333,324.40000000000003,28.5,0.0,37.2,0.0,-0.8548387096774194,7.27741935483871,81.15,2600.01,20.0,27.1,10.464516129032257
30.0,-26.5,4.0,0.0068965517241379,6.0,3957.72,10.087096774193547,-304.4,2.4233333333333333,77.6,-3.967741935483871,-207.1,7.561290322580645,5.825806451612903,358.9,274.5,0.0,-433.19999999999993,0.26,995.58,0.0,9.15,0.0,995.58,7.300000000000001,8061.3,-0.8548387096774194,-153.6,-18.386666666666667,72.7,1526.4600000000005,1659.0200000000002,0.0206896551724137,30.6,324.40000000000003,9.6,-3.3306690738754695e-17,9.0,2.105595391530469e-17,0.0,0.0033333333333333,31.0,18.0,-14.42,0.6,6.726666666666668,-0.0066666666666667,27.9,-551.6,-6.680645161290323,158.99999999999991,30.9,0.0,24.4,0.0,-10.146666666666668,11.353333333333332,194.08,4853.919999999999,4.0,37.2,5.3
31.0,-304.4,3.0,-0.0166666666666667,23.0,995.58,7.561290322580645,-251.4,-6.680645161290323,0.0,-14.42,-551.6,6.726666666666668,8.24,4316.460000000001,-26.5,1526.4600000000005,-377.80000000000007,0.04,132.56,-153.6,-0.8548387096774194,1.0,1659.0200000000002,10.446666666666664,6002.099999999999,-10.146666666666668,-433.19999999999993,-16.60967741935484,-207.1,8061.3,8061.56,0.0033333333333333,0.6,158.99999999999991,10.9,-0.0793103448275862,8.0,0.0333333333333333,0.0,-3.3306690738754695e-17,30.0,22.0,-12.180645161290323,0.2,5.825806451612903,0.0068965517241379,25.9,-514.9,-18.386666666666667,30.6,35.7,0.0,30.6,0.0,-8.109677419354838,7.300000000000001,59.64,358.9,0.0,24.4,-3.967741935483871
31.0,-251.4,2.0,0.0206896551724137,30.0,132.56,6.726666666666668,-702.4,-18.386666666666667,0.0,-12.180645161290323,-514.9,5.825806451612903,8.5,7511.89,-304.4,8061.3,-845.1,0.0,0.26,-433.19999999999993,-10.146666666666668,0.0,8061.56,10.087096774193547,26003.83,-8.109677419354838,-377.80000000000007,-31.916129032258063,-551.6,6002.099999999999,6002.139999999999,-3.3306690738754695e-17,0.2,30.6,6.2,3.700743415417189e-18,4.0,9.251858538542969e-18,0.0,-0.0793103448275862,11.0,16.0,-27.26129032258065,0.0,8.24,-0.0166666666666667,26.7,-989.4,-16.60967741935484,0.6,44.0,0.0,26.8,0.0,-22.65806451612903,10.446666666666664,297.4400000000001,4316.460000000001,1.0,30.6,-14.42
28.0,-702.4,0.0,0.0033333333333333,31.0,0.26,5.825806451612903,-564.6,-16.60967741935484,0.0,-27.26129032258065,-989.4,8.24,9.258064516129032,3957.72,-251.4,6002.099999999999,-712.9,0.0,0.04,-377.80000000000007,-8.109677419354838,0.0,6002.139999999999,7.561290322580645,19445.03,-22.65806451612903,-845.1,-30.267857142857142,-514.9,26003.83,26003.83,-0.0793103448275862,0.0,0.6,9.3,2.105595391530469e-17,6.0,0.0296296296296296,0.0,3.700743415417189e-18,4.0,12.0,-25.460714285714285,0.0,8.5,0.0206896551724137,23.4,-847.5,-31.916129032258063,0.2,31.3,8.0,25.200000000000003,1.0,-20.164285714285715,10.087096774193547,206.11,7511.89,6.0,26.8,-12.180645161290323
31.0,-564.6,4.0,-3.3306690738754695e-17,31.0,0.04,8.24,-169.7,-31.916129032258063,0.0,-25.460714285714285,-847.5,8.5,10.103571428571428,995.58,-702.4,26003.83,-289.6,0.0,0.0,-845.1,-22.65806451612903,0.0,26003.83,6.726666666666668,4222.84,-20.164285714285715,-712.9,-13.183870967741935,-989.4,19445.03,19445.03,3.700743415417189e-18,0.0,0.2,2.9,0.0333333333333333,15.0,-5.551115123125783e-18,0.0,2.105595391530469e-17,3.0,23.0,-9.341935483870968,0.0,9.258064516129032,0.0033333333333333,19.6,-408.7,-30.267857142857142,0.0,28.5,18.0,19.8,0.0,-5.474193548387096,7.561290322580645,80.68000000000002,3957.72,23.0,25.200000000000003,-27.26129032258065
29.0,-169.7,7.0,-0.0793103448275862,28.0,0.0,8.5,-121.4,-30.267857142857142,1526.4600000000005,-9.341935483870968,-408.7,9.258064516129032,7.709677419354839,1659.0200000000002,-564.6,19445.03,-275.4,12.85,0.0,-712.9,-20.164285714285715,0.0,19445.03,5.825806451612903,3460.34,-5.474193548387096,-289.6,-14.263333333333334,-847.5,4222.84,4222.84,2.105595391530469e-17,0.0,0.0,1.8,9.251858538542969e-18,11.0,-0.0241379310344827,0.0,0.0333333333333333,2.0,17.0,-9.016666666666667,4.9,10.103571428571428,-3.3306690738754695e-17,59.4,-427.9,-13.183870967741935,0.0,31.700000000000003,22.0,28.5,0.0,-4.046666666666667,6.726666666666668,143.39,995.58,30.0,19.8,-25.460714285714285
29.0,-121.4,17.0,3.700743415417189e-18,31.0,0.0,9.258064516129032,9.999999999999998,-13.183870967741935,8061.3,-9.016666666666667,-427.9,10.103571428571428,10.216666666666669,8061.56,-169.7,4222.84,-97.1,7.5,0.0,-289.6,-5.474193548387096,0.0,4222.84,8.24,496.93,-4.046666666666667,-275.4,-6.093548387096774,-408.7,3460.34,3473.1900000000005,0.0333333333333333,4.9,0.0,1.8,0.0296296296296296,6.0,-0.0066666666666666,0.0,9.251858538542969e-18,0.0,19.0,-3.009677419354839,3.8,7.709677419354839,-0.0793103448275862,38.9,-188.9,-14.263333333333334,0.0,18.5,16.0,30.9,1.0,0.3225806451612902,5.825806451612903,31.590000000000003,1659.0200000000002,31.0,28.5,-9.341935483870968
11.0,9.999999999999998,30.0,2.105595391530469e-17,29.0,0.0,10.103571428571428,395.9,-14.263333333333334,6002.099999999999,-3.009677419354839,-188.9,7.709677419354839,6.416129032258064,6002.139999999999,-121.4,3460.34,-4.6,3721.53,12.85,-275.4,-4.046666666666667,0.0,3473.1900000000005,8.5,5.18,0.3225806451612902,-97.1,3.07,-427.9,496.93,504.43,9.251858538542969e-18,3.8,0.0,2.8,-5.551115123125783e-18,6.0,-0.0620689655172413,0.0,0.0296296296296296,4.0,5.0,8.096666666666668,247.50000000000003,10.216666666666669,3.700743415417189e-18,24.4,92.1,-6.093548387096774,4.9,31.2,12.0,35.7,0.0,13.196666666666664,8.24,11.44,8061.56,31.0,30.9,-9.016666666666667
0.0,395.9,31.0,0.0333333333333333,29.0,12.85,7.709677419354839,532.1,-6.093548387096774,26003.83,8.096666666666668,92.1,10.216666666666669,10.126666666666669,26003.83,9.999999999999998,496.93,0.0,4313.1900000000005,7.5,-97.1,0.3225806451612902,0.0,504.43,9.258064516129032,0.0,13.196666666666664,-4.6,6.796774193548386,-188.9,5.18,3726.71,0.0296296296296296,247.50000000000003,4.9,4.4,-0.0241379310344827,8.0,0.0,0.0,-5.551115123125783e-18,7.0,0.0,11.26774193548387,349.29999999999995,6.416129032258064,2.105595391530469e-17,28.7,210.7,3.07,3.8,24.8,23.0,44.0,0.0,17.164516129032258,8.5,8.17,6002.139999999999,28.0,35.7,-3.009677419354839
0.0,532.1,31.0,9.251858538542969e-18,11.0,7.5,10.216666666666669,493.9,3.07,19445.03,11.26774193548387,210.7,6.416129032258064,10.36774193548387,19445.03,395.9,5.18,0.0,3924.43,3721.53,-4.6,13.196666666666664,0.0,3726.71,10.103571428571428,0.0,17.164516129032258,0.0,6.664516129032258,92.1,0.0,4313.1900000000005,-5.551115123125783e-18,349.29999999999995,3.8,6.6,-0.0066666666666666,4.0,0.1933333333333333,0.0,-0.0241379310344827,17.0,0.0,10.63548387096774,329.7,10.126666666666669,0.0333333333333333,21.5,206.6,6.796774193548386,247.50000000000003,22.5,17.0,31.3,0.0,15.932258064516128,9.258064516129032,31.15,26003.83,31.0,44.0,8.096666666666668
3.0,493.9,30.0,0.0296296296296296,0.0,3721.53,6.416129032258064,367.5,6.796774193548386,4222.84,10.63548387096774,206.6,10.126666666666669,9.26774193548387,4222.84,532.1,0.0,0.0,2125.420000000001,4313.1900000000005,0.0,17.164516129032258,0.0,4313.1900000000005,7.709677419354839,0.0,15.932258064516128,0.0,4.069999999999999,210.7,0.0,3924.4300000000007,-0.0241379310344827,329.7,247.50000000000003,6.4,-0.0620689655172413,2.0,-0.0241379310344827,0.0,-0.0066666666666666,30.0,0.0,7.766666666666667,233.0,10.36774193548387,9.251858538542969e-18,10.6,122.1,6.664516129032258,349.29999999999995,22.5,19.0,28.5,0.0,12.25,10.103571428571428,60.31999999999999,19445.03,29.0,31.3,11.26774193548387
